Gene A	Gene B	Interaction Methods
TAF11	TAF4	in vivo
TAF11	TAF5	in vivo
TAF11	TAF6	in vivo
TAF11	TAF7	in vivo
TAF11	TAF8	in vivo
TAF11	TAF9	in vivo
TAF11	TBP	coimmunoprecipitation
TAF11	THRA	two hybrid
TAF11	TRIM24	enzymatic study
TAF11	VDR	two hybrid
TAF12	TAF12	biochemical
TAF12	TAF15	in vivo
TAF12	TAF1A	pull down
TAF12	TAF1C	in vivo
TAF12	TAF2	in vivo
TAF12	TAF3	in vivo
TAF12	TAF4	in vivo
TAF12	TAF5	in vivo
TAF12	TAF6	in vivo
TAF12	TAF7	in vivo
TAF12	TAF8	in vivo
TAF12	TAF9	in vivo
TAF12	TBP	anti bait coimmunoprecipitation
TAF13	TAF13	in vitro
TAF13	TAF15	in vivo
TAF13	TAF2	enzymatic study
TAF13	TAF3	in vivo
TAF13	TAF4	enzymatic study
TAF13	TAF5	enzymatic study
TAF13	TAF6	enzymatic study
TAF13	TAF7L	enzymatic study
TAF13	TAF8	biochemical
TAF13	TAF9	enzymatic study
TAF13	TAF9B	enzymatic study
TAF13	TBP	in vivo
TAF13	UBC	affinity chromatography technology
TAF15	TAF5	pull down
TAF15	TAF7	pull down
TAF15	UBC	affinity chromatography technology
TAF15	YWHAG	in vivo
TAF15	YWHAZ	affinity chromatography technology
TAF15	ZNF384	in vitro
TAF1	TAF10	in vitro
TAF1	TAF11	in vivo
TAF1	TAF12	in vivo
TAF1	TAF13	enzymatic study
TAF1	TAF15	in vivo
TAF1	TAF2	affinity chromatography technology
TAF1	TAF4	in vivo
TAF1	TAF5	in vivo
TAF1	TAF6	pull down
TAF1	TAF7	pull down
TAF1	TAF7L	affinity chromatography technology
TAF1	TAF8	pull down
TAF1	TAF9	affinity chromatography technology
TAF1	TBP	pull down
TAF1	TBPL1	enzymatic study
TAF1	TP53	affinity chromatography technology
TAF1	UBC	affinity chromatography technology
TAF1	UBTF	two hybrid
TAF1A	TAF1B	affinity chromatography technology
TAF1A	TAF1C	in vitro
TAF1A	TAF1D	affinity chromatography technology
TAF1A	TBP	in vitro
TAF1A	TP53	pull down
TAF1A	UBC	affinity chromatography technology
TAF1A	UBTF	pull down
TAF1B	TAF1C	affinity chromatography technology
TAF1B	TAF1D	in vitro
TAF1B	TBP	affinity chromatography technology
TAF1B	THAP7	pull down
TAF1B	TP53	pull down
TAF1B	TRIM24	in vitro
TAF1B	UBC	affinity chromatography technology
TAF1B	UBTF	pull down
TAF1C	TAF1D	affinity chromatography technology
TAF1C	TBP	in vivo
TAF1C	TK1	two hybrid
TAF1C	TP53	pull down
TAF1C	TRIM24	in vitro
TAF1C	TTR	two hybrid
TAF1C	UBC	affinity chromatography technology
TAF1C	UBTF	pull down
TAF1C	UFD1L	two hybrid
TAF1D	TMSB4X	two hybrid
TAF1D	TWISTNB	anti tag coimmunoprecipitation
TAF1D	UBC	affinity chromatography technology
TAF1D	UBE2D1	two hybrid
TAF1D	UBTF	affinity chromatography technology
TAF1L	TBP	two hybrid
TAF1L	TBPL1	enzymatic study
TAF1L	UBC	affinity chromatography technology
TAF2	TAF4	affinity chromatography technology
TAF2	TAF5	affinity chromatography technology
TAF2	TAF6	in vivo
TAF2	TAF7	in vivo
TAF2	TAF8	pull down
TAF2	TAF9	in vivo
TAF2	UBC	affinity chromatography technology
TAF3	TAF7	affinity chromatography technology
TAF3	TBPL2	affinity chromatography technology
TAF4	TAF5	affinity chromatography technology
TAF4	TAF6	in vivo
TAF4	TAF7	in vivo
TAF4	TAF8	pull down
TAF4	TAF9	in vivo
TAF4	TBPL1	enzymatic study
TAF4	TCF12	affinity chromatography technology
TAF5	TAF6	in vivo
TAF5	TAF7	anti bait coimmunoprecipitation
TAF5	TAF8	pull down
TAF5	TAF9	in vivo
TAF5	TBP	affinity chromatography technology
TAF5	TBPL1	enzymatic study
TAF5L	TAF9	in vivo
TAF5L	TP53	affinity chromatography technology
TAF5L	TTR	two hybrid
TAF5L	UBC	affinity chromatography technology
TAF5L	USP22	anti tag coimmunoprecipitation
TAF6	TAF7	anti bait coimmunoprecipitation
TAF6	TAF8	in vivo
TAF6	TAF9	in vitro
TAF6	TBPL1	enzymatic study
TAF6	TP53	pull down
TAF6	UBC	affinity chromatography technology
TAF6	USF1	affinity chromatography technology
TAF6L	TAF9	in vivo
TAF6L	UBC	affinity chromatography technology
TAF6L	USP22	affinity chromatography technology
TAF7	TAF8	in vivo
TAF7	TAF9	affinity chromatography technology
TAF7	THRA	affinity chromatography technology
TAF7	TRIM24	enzymatic study
TAF7	UBC	affinity chromatography technology
TAF7	USF1	comigration in non denaturing gel electrophoresis
TAF7	VDR	affinity chromatography technology
TAF7	YWHAE	in vitro
TAF7	YY1	comigration in non denaturing gel electrophoresis
TAF7	ZSCAN1	two hybrid
TAF7L	TBP	in vivo
TAF8	TAF9	pull down
TAF9	TBCA	display technology
TAF9	TP53	in vitro
TAF9	TRA2A	display technology
TAF9	TRRAP	in vivo
TAF9	UBA1	two hybrid array
TAF9	UBC	affinity chromatography technology
TAF9	UBE2Q2	display technology
TAF9	UBXN1	display technology
TAF9	USP22	affinity chromatography technology
TAF9	YWHAE	pull down
TAF9B	TP53	in vitro
TAF9B	TRIM15	two hybrid
TAGLN2	TRAF6	anti bait coimmunoprecipitation
TAGLN2	UBC	affinity chromatography technology
TAGLN2	USP1	anti tag coimmunoprecipitation
TAGLN2	VHL	anti bait coimmunoprecipitation
TAGLN3	UBC	affinity chromatography technology
TAGLN	TINF2	two hybrid
TAGLN	UBC	affinity chromatography technology
TAL1	TCF12	anti bait coimmunoprecipitation
TAL1	TCF3	in vivo
TAL1	TCF4	two hybrid
TAL1	TOP1	affinity chromatography technology
TAL1	TRIM27	affinity chromatography technology
TAL1	TRIM33	chromatin immunoprecipitation array
TAL1	TRRAP	affinity chromatography technology
TAL1	UBC	affinity chromatography technology
TAL1	XRCC6	affinity chromatography technology
TAL1	ZHX1	two hybrid
TAL2	TCF12	two hybrid
TAL2	TCF3	in vitro
TAL2	TCF4	two hybrid
TALDO1	TALDO1	in vitro
TALDO1	TERF2	two hybrid
TALDO1	TERF2IP	two hybrid
TALDO1	TRAF6	anti bait coimmunoprecipitation
TALDO1	UBC	affinity chromatography technology
TALDO1	ZHX1	two hybrid
TANC1	UBC	affinity chromatography technology
TANGO6	UBC	affinity chromatography technology
TANK	TBK1	affinity chromatography technology
TANK	TICAM1	affinity chromatography technology
TANK	TRAF1	two hybrid
TANK	TRAF2	in vivo
TANK	TRAF3	in vivo
TANK	TRIM37	pull down
TANK	TUBA3D	anti tag coimmunoprecipitation
TANK	UBC	affinity chromatography technology
TANK	USP7	in vitro
TANK	ZC3H12A	two hybrid
TAOK1	UBC	affinity chromatography technology
TAOK1	WT1	two hybrid
TAOK2	TNKS2	anti tag coimmunoprecipitation
TAOK2	TUBA1A	pull down
TAOK2	TUBA4A	in vitro
TAOK2	TUBB	in vitro|pull down
TAOK3	TRAF2	in vivo
TAP1	TAP2	anti bait coimmunoprecipitation
TAP1	TAPBP	anti bait coimmunoprecipitation
TAP1	TDP2	two hybrid
TAP1	THOC5	two hybrid
TAP1	UBC	affinity chromatography technology
TAP2	TAPBP	in vivo
TAP2	UBC	affinity chromatography technology
TAP2	WNT5A	affinity chromatography technology
TAPT1	UBC	affinity chromatography technology
TARBP1	UBC	affinity chromatography technology
TARBP1	WDR48	affinity chromatography technology
TARBP2	TGIF2	two hybrid
TARBP2	TRAF4	in vivo
TARBP2	VAV2	two hybrid
TARDBP	TNFRSF14	anti bait coimmunoprecipitation
TARDBP	TOB1	tandem affinity purification
TARDBP	UBC	enzymatic study
TARDBP	UBQLN1	two hybrid
TARDBP	VCP	affinity chromatography technology
TARDBP	XRN2	two hybrid
TARDBP	ZHX1	two hybrid pooling approach
TARS2	UBC	affinity chromatography technology
TARS	TRAF6	affinity chromatography technology
TARS	UBA5	affinity chromatography technology
TARS	UBC	affinity chromatography technology
TARS	VHL	anti bait coimmunoprecipitation
TARSL2	TRAF6	anti bait coimmunoprecipitation
TARSL2	UBC	affinity chromatography technology
TAS1R1	TAS1R3	affinity chromatography technology
TAS1R2	TAS1R3	affinity chromatography technology
TAS2R13	UBC	affinity chromatography technology
TASP1	TASP1	molecular sieving
TATDN1	UBC	affinity chromatography technology
TAX1BP1	TBC1D17	two hybrid
TAX1BP1	TBK1	affinity chromatography technology
TAX1BP1	TNFAIP3	two hybrid
TAX1BP1	TNIP1	affinity chromatography technology
TAX1BP1	TRAF3	affinity chromatography technology
TAX1BP1	TRAF6	two hybrid
TAX1BP1	UBC	pull down
TAX1BP3	TCEA2	two hybrid
TAX1BP3	TRIM29	two hybrid
TAZ	UBC	affinity chromatography technology
TAZ	YWHAE	in vivo
TBC1D10A	TBC1D10A	in vivo
TBC1D10A	TERF2IP	two hybrid
TBC1D10A	UBC	affinity chromatography technology
TBC1D10B	UBC	affinity chromatography technology
TBC1D13	UBC	affinity chromatography technology
TBC1D14	UBE3A	two hybrid
TBC1D15	TERF2	affinity chromatography technology
TBC1D15	UBC	affinity chromatography technology
TBC1D17	UBC	affinity chromatography technology
TBC1D19	UBC	affinity chromatography technology
TBC1D1	UBC	affinity chromatography technology
TBC1D1	UBE2E2	two hybrid
TBC1D1	YWHAG	coimmunoprecipitation|anti bait coimmunoprecipitation
TBC1D20	UBC	affinity chromatography technology
TBC1D23	UBC	affinity chromatography technology
TBC1D24	UBC	affinity chromatography technology
TBC1D2B	TRDMT1	two hybrid
TBC1D3	YWHAE	pull down
TBC1D3F	YWHAE	two hybrid
TBC1D4	TET2	two hybrid
TBC1D4	TOPBP1	two hybrid
TBC1D4	U2SURP	two hybrid
TBC1D4	UBC	affinity chromatography technology
TBC1D4	YWHAG	in vivo
TBC1D4	YWHAZ	pull down
TBC1D4	ZMIZ1	two hybrid
TBC1D5	UBC	affinity chromatography technology
TBC1D5	VPS26A	two hybrid
TBC1D5	VPS26B	two hybrid
TBC1D5	VPS29	two hybrid
TBC1D5	VPS35	two hybrid
TBC1D7	TSC1	affinity chromatography technology
TBC1D7	TSC2	in vivo
TBC1D7	UBC	affinity chromatography technology
TBC1D8	TRAF4	in vivo
TBC1D8	UBC	affinity chromatography technology
TBC1D8B	UBC	affinity chromatography technology
TBC1D9	UBC	affinity chromatography technology
TBC1D9B	UBC	affinity chromatography technology
TBCA	TERF2IP	two hybrid
TBCA	TNIK	anti bait coimmunoprecipitation
TBCA	TRAF6	anti bait coimmunoprecipitation
TBCA	UBC	affinity chromatography technology
TBCA	VHL	anti bait coimmunoprecipitation
TBCB	TUBA4A	in vitro
TBCB	UBC	affinity chromatography technology
TBCB	USP7	pull down
TBCD	TUBB	in vivo
TBCD	UBC	affinity chromatography technology
TBCD	XRCC6	two hybrid
TBCE	TUBA4A	in vitro
TBCE	UBC	affinity chromatography technology
TBCEL	UBC	affinity chromatography technology
TBK1	TBKBP1	anti tag coimmunoprecipitation
TBK1	TCP1	anti tag coimmunoprecipitation
TBK1	TICAM1	anti tag coimmunoprecipitation
TBK1	TLR3	affinity chromatography technology
TBK1	TLR4	affinity chromatography technology
TBK1	TLR9	affinity chromatography technology
TBK1	TMEM173	comigration in non denaturing gel electrophoresis
TBK1	TNF	affinity chromatography technology
TBK1	TNFAIP3	affinity chromatography technology
TBK1	TNIP1	affinity chromatography technology
TBK1	TRAF2	in vivo
TBK1	TRAF3	in vivo
TBK1	TRAIP	affinity chromatography technology
TBK1	TRIM27	affinity chromatography technology
TBK1	TUBA3D	anti tag coimmunoprecipitation
TBK1	TUBB	anti tag coimmunoprecipitation
TBK1	TUBB4A	anti tag coimmunoprecipitation
TBK1	TXLNA	anti tag coimmunoprecipitation
TBK1	TXLNG	affinity chromatography technology
TBK1	TXLNG2P	anti tag coimmunoprecipitation
TBK1	UBC	affinity chromatography technology
TBK1	XIAP	protein kinase assay
TBKBP1	UBC	affinity chromatography technology
TBL1X	TBL1XR1	in vitro
TBL1X	THRA	affinity chromatography technology
TBL1X	THRB	affinity chromatography technology
TBL1X	TINF2	two hybrid
TBL1X	UBE2D1	enzymatic study
TBL1X	UBE2E3	pull down
TBL1XR1	THRA	affinity chromatography technology
TBL1XR1	THRB	affinity chromatography technology
TBL1XR1	UBC	affinity chromatography technology
TBL1XR1	UBE2D1	enzymatic study
TBL1XR1	UBE2E3	pull down
TBL2	UBC	affinity chromatography technology
TBL2	USP44	anti tag coimmunoprecipitation
TBL3	UBC	affinity chromatography technology
TBL3	URM1	two hybrid
TBL3	USP11	two hybrid pooling approach|two hybrid
TBL3	USP36	affinity chromatography technology
TBP	TEAD1	pull down
TBP	TP53	far western blotting
TBP	TRAM2	in vivo
TBP	TRIP4	in vitro
TBP	UBTF	in vivo
TBP	WDR62	two hybrid pooling approach|two hybrid
TBP	YWHAE	pull down
TBP	ZNF76	two hybrid
TBPL1	TBPL2	enzymatic study
TBPL1	TERF2	affinity chromatography technology
TBPL1	UBC	affinity chromatography technology
TBR1	TSPYL2	two hybrid
TBR1	UBC	enzymatic study
TBRG1	UBC	affinity chromatography technology
TBRG4	TSC22D1	anti bait coimmunoprecipitation
TBRG4	UBC	affinity chromatography technology
TBX1	TERF2	affinity chromatography technology
TBX20	ZSCAN1	two hybrid
TBX21	ZNF490	two hybrid
TBX3	TBX3	in vitro
TBX3	TOLLIP	pull down
TBXA2R	YWHAZ	in vitro
TCAP	TRIM63	pull down
TCAP	TTC19	anti bait coimmunoprecipitation
TCAP	TTN	anti bait coimmunoprecipitation
TCEA1	TCEA2	enzymatic study
TCEA1	UBC	affinity chromatography technology
TCEA1	UBR5	affinity chromatography technology
TCEA1	WDR61	anti tag coimmunoprecipitation
TCEA2	TRAF2	two hybrid pooling approach|two hybrid
TCEA2	UBC	affinity chromatography technology
TCEA2	WDR47	in vitro|two hybrid
TCEAL1	TCEAL2	anti tag coimmunoprecipitation
TCEAL1	TCEAL4	affinity chromatography technology
TCEAL1	TCEB1	anti tag coimmunoprecipitation
TCEAL1	TIPIN	affinity chromatography technology
TCEAL1	TP53	imaging technique
TCEAL1	UBC	affinity chromatography technology
TCEAL1	USP11	affinity chromatography technology
TCEAL1	USP7	affinity chromatography technology
TCEAL2	TCEAL4	anti tag coimmunoprecipitation
TCEAL2	TFCP2	display technology
TCEAL2	UBC	affinity chromatography technology
TCEAL2	USP11	affinity chromatography technology
TCEAL4	UBC	enzymatic study
TCEAL4	USP11	anti tag coimmunoprecipitation
TCEAL4	USP7	anti tag coimmunoprecipitation
TCEAL8	UBC	affinity chromatography technology
TCEANC	TRAF2	two hybrid
TCEANC	ZKSCAN7	two hybrid
TCEANC	ZNF	two hybrid
TCEB1	TCEB2	in vitro
TCEB1	TCEB3	in vitro
TCEB1	TCEB3B	in vitro
TCEB1	TCEB3C	in vitro
TCEB1	TOP2A	affinity chromatography technology
TCEB1	TRAF6	anti bait coimmunoprecipitation
TCEB1	TSC22D1	anti bait coimmunoprecipitation
TCEB1	UBC	affinity chromatography technology
TCEB1	UBXN7	anti tag coimmunoprecipitation
TCEB1	USP33	in vivo
TCEB1	VHL	in vitro
TCEB1	WNT7B	two hybrid
TCEB1	WSB1	in vitro
TCEB1	ZER1	two hybrid
TCEB1	ZYG11B	anti tag coimmunoprecipitation
TCEB2	TCEB3	in vitro
TCEB2	TCEB3B	in vitro
TCEB2	TCEB3C	in vitro
TCEB2	TSC22D1	anti bait coimmunoprecipitation
TCEB2	UBC	enzymatic study
TCEB2	UBXN7	anti tag coimmunoprecipitation
TCEB2	VHL	in vitro
TCEB2	WSB1	in vitro
TCEB2	ZER1	affinity chromatography technology
TCEB2	ZYG11B	affinity chromatography technology
TCEB3	TFF1	two hybrid
TCEB3	UBC	affinity chromatography technology
TCEB3	VHL	in vitro
TCEB3	YWHAE	affinity chromatography technology
TCEB3	YWHAZ	affinity chromatography technology
TCEB3B	TRAF2	two hybrid
TCEB3B	TRIM37	two hybrid pooling approach
TCEB3B	ZBTB43	two hybrid pooling approach|two hybrid
TCEB3B	ZNF165	two hybrid pooling approach|two hybrid
TCERG1	TPM4	affinity chromatography technology
TCERG1	U2AF2	affinity chromatography technology
TCERG1	UBC	affinity chromatography technology
TCERG1	WAS	affinity chromatography technology
TCERG1	WASF2	affinity chromatography technology
TCERG1	WBP4	in vivo
TCERG1	WIPF2	affinity chromatography technology
TCERG1	WWOX	affinity chromatography technology
TCF12	TCF23	two hybrid
TCF12	TCF3	anti bait coimmunoprecipitation
TCF12	TRIM33	chromatin immunoprecipitation array
TCF12	UBC	affinity chromatography technology
TCF19	UBE3A	two hybrid
TCF20	TCF20	in vitro
TCF20	UBC	affinity chromatography technology
TCF21	TCF3	in vivo
TCF24	TCF3	affinity chromatography technology
TCF25	UBC	affinity chromatography technology
TCF3	TCF4	two hybrid
TCF3	TET2	affinity chromatography technology
TCF3	TFF3	affinity chromatography technology
TCF3	TFPT	in vitro
TCF3	TIMM50	affinity chromatography technology
TCF3	TRIM33	affinity chromatography technology
TCF3	TWIST1	affinity chromatography technology
TCF3	UBC	affinity chromatography technology
TCF3	UBE2I	pull down
TCF3	UQCRC2	affinity chromatography technology
TCF3	VDR	pull down
TCF3	YY1	affinity chromatography technology
TCF4	TERF2	affinity chromatography technology
TCF4	TFAP2A	affinity chromatography technology
TCF4	TFAP2C	affinity chromatography technology
TCF4	TFAP4	affinity chromatography technology
TCF4	TOP2A	affinity chromatography technology
TCF4	TOPBP1	biochemical
TCF4	TP53	pull down
TCF4	TP53BP1	affinity chromatography technology
TCF4	TP63	affinity chromatography technology
TCF4	TRIM33	chromatin immunoprecipitation array
TCF4	TRRAP	affinity chromatography technology
TCF4	TUBB	affinity chromatography technology
TCF4	TUBG1	biochemical
TCF4	UBC	affinity chromatography technology
TCF4	UBE2D1	pull down
TCF4	UBE2D2	two hybrid
TCF4	UBE2D3	two hybrid
TCF4	UBE2E1	two hybrid
TCF4	UBE2E2	two hybrid
TCF4	UBE2E3	two hybrid
TCF4	UBE2I	affinity chromatography technology
TCF4	UBE2J1	two hybrid
TCF4	UBE2K	two hybrid
TCF4	UBE2L3	two hybrid
TCF4	UBE2N	two hybrid
TCF4	UBE2T	affinity chromatography technology
TCF4	UBE2W	two hybrid
TCF4	UBE3A	pull down
TCF4	UBXN1	affinity chromatography technology
TCF4	UIMC1	affinity chromatography technology
TCF4	USF2	affinity chromatography technology
TCF4	USP4	affinity chromatography technology
TCF4	VCP	affinity chromatography technology
TCF4	VDR	affinity chromatography technology
TCF4	WDR48	affinity chromatography technology
TCF4	WNT2B	far western blotting
TCF4	XRCC5	in vivo
TCF4	XRCC6	in vivo
TCF4	ZBTB14	affinity chromatography technology
TCF4	ZCCHC8	affinity chromatography technology
TCF4	ZNF350	pull down
TCF7L2	TNIK	anti bait coimmunoprecipitation
TCF7L2	UBC	affinity chromatography technology
TCF7L2	UBE2I	two hybrid
TCF7L2	XRCC5	affinity chromatography technology
TCF7L2	XRCC6	anti tag coimmunoprecipitation
TCFL5	TOPBP1	in vivo
TCFL5	USF1	affinity chromatography technology
TCHP	TEX11	two hybrid pooling approach
TCHP	VIM	two hybrid pooling approach
TCIRG1	TERF1	two hybrid
TCIRG1	UBC	affinity chromatography technology
TCL1B	TNPO2	in vitro
TCOF1	TERF2	affinity chromatography technology
TCOF1	TM9SF1	two hybrid
TCOF1	TOP1	anti bait coimmunoprecipitation
TCOF1	TTC4	anti bait coimmunoprecipitation
TCOF1	UBC	affinity chromatography technology
TCOF1	UBTF	in vivo
TCOF1	USP44	affinity chromatography technology
TCOF1	WDR48	affinity chromatography technology
TCP10L	TNNC1	two hybrid
TCP11	VAV2	two hybrid
TCP11L1	UBC	affinity chromatography technology
TCP1	TNFRSF1B	anti tag coimmunoprecipitation
TCP1	TRAF3IP3	anti tag coimmunoprecipitation
TCP1	TUBA4A	in vivo
TCP1	TUBA8	in vivo
TCP1	UBC	affinity chromatography technology
TCP1	VHL	affinity chromatography technology
TCP1	WDR82	affinity chromatography technology
TCP1	YWHAQ	affinity chromatography technology
TCP1	YWHAZ	pull down
TCTEX1D2	TK1	two hybrid
TCTEX1D4	TGFBR2	in vivo
TCTEX1D4	TGFBR3	in vivo
TCTN2	UBC	affinity chromatography technology
TDG	TDG	x-ray crystallography
TDG	THRA	pull down
TDG	TP53	two hybrid
TDG	TP73	two hybrid
TDG	UBC	affinity chromatography technology
TDG	UBE2I	enzymatic study
TDG	VDR	in vivo
TDG	XPC	in vitro
TDP1	TOP1	in vitro
TDP1	XRCC1	fluorescence microscopy
TDP2	TNFRSF1B	affinity chromatography technology
TDP2	TNFRSF8	affinity chromatography technology
TDP2	TRAF2	affinity chromatography technology
TDP2	TRAF3	in vivo
TDP2	TRAF5	affinity chromatography technology
TDP2	TRAF6	in vivo
TDP2	UBC	affinity chromatography technology
TDP2	UBE2I	in vivo
TDRD1	UBC	affinity chromatography technology
TDRD6	TERF2	affinity chromatography technology
TDRD7	UBC	affinity chromatography technology
